empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,dept,salary
12495,0.49,0.49,3,168,7,0,0,0,sales,low
12496,0.77,0.75,3,170,7,0,0,0,sales,low
12497,0.31,0.86,3,266,7,0,0,0,sales,low
12498,0.54,0.76,3,183,3,0,0,0,sales,low
12499,0.56,0.66,4,264,3,0,0,0,sales,low
12500,0.65,0.77,4,205,3,0,0,0,sales,low
12501,0.49,0.36,2,192,3,0,0,0,sales,low
12502,0.82,0.79,3,176,3,0,0,0,technical,low
12503,0.6,0.52,3,183,2,0,0,0,support,low
12504,0.64,0.63,3,156,6,1,0,0,support,low
12505,0.7,0.68,3,150,3,0,0,0,support,low
12506,0.65,0.89,4,204,8,1,0,0,support,low
12507,0.69,0.78,5,131,8,0,0,0,support,low
12508,0.93,0.74,5,248,8,1,0,0,support,low
12509,0.55,0.52,4,168,8,0,0,0,support,low
12510,0.75,0.87,4,146,8,1,0,0,support,low
12511,0.47,0.43,4,246,3,0,0,0,support,low
12512,0.72,0.88,5,216,10,1,0,0,support,medium
12513,0.59,0.92,3,203,10,0,0,0,support,medium
12514,0.98,0.49,3,199,10,0,0,0,technical,medium
12515,0.39,0.52,2,102,8,0,0,0,technical,medium
12516,0.93,0.87,4,139,8,0,0,0,technical,medium
12517,0.71,0.97,5,208,8,1,0,0,management,medium
12518,0.49,0.54,4,215,4,0,0,0,IT,medium
12519,0.63,0.93,4,233,3,0,0,0,IT,medium
12520,0.45,0.64,3,169,10,0,0,0,IT,medium
12521,0.77,0.64,3,190,10,1,0,0,IT,medium
12522,0.77,0.63,4,236,7,0,0,0,IT,medium
12523,0.5,0.92,4,266,7,0,0,0,product_mng,medium
12524,0.45,0.42,4,156,7,0,0,0,product_mng,high
12525,0.81,0.47,4,153,7,0,0,0,product_mng,low
12526,0.83,0.67,3,175,3,0,0,0,product_mng,medium
12527,0.47,0.76,6,174,10,0,0,0,IT,medium
12528,0.25,0.89,4,154,10,0,0,0,management,high
12529,0.89,0.55,5,251,10,0,0,0,management,high
12530,0.97,0.57,3,164,10,0,0,0,management,high
12531,0.6,0.65,2,225,10,0,0,0,management,high
12532,0.67,0.72,2,134,10,0,0,0,management,high
12533,0.89,0.77,3,144,3,0,0,0,management,high
12534,0.6,0.91,5,211,3,0,0,0,sales,low
12535,0.64,0.79,4,139,3,0,0,0,sales,low
12536,0.57,0.66,3,268,3,0,0,0,sales,low
12537,0.56,0.98,5,171,3,1,0,0,sales,low
12538,0.6,0.9,4,260,2,0,0,0,sales,medium
12539,0.17,0.66,6,224,3,0,0,0,sales,medium
12540,0.74,0.49,4,233,3,0,0,0,sales,medium
12541,0.44,0.41,3,125,7,0,0,0,sales,medium
12542,0.51,0.89,4,233,7,0,0,0,sales,medium
12543,0.86,0.57,3,162,7,0,0,0,sales,medium
12544,0.96,0.48,4,198,7,0,0,0,sales,medium
12545,0.87,0.82,4,198,7,0,0,0,sales,medium
12546,0.58,0.79,3,243,3,1,0,0,sales,medium
12547,0.24,0.56,4,281,7,0,0,0,sales,medium
12548,0.42,0.8,4,259,7,1,0,0,sales,medium
12549,0.65,0.94,4,184,7,0,0,0,sales,medium
12550,0.73,0.92,6,189,3,1,0,0,sales,medium
12551,0.63,0.6,4,258,3,0,0,0,sales,medium
12552,0.95,0.48,4,225,3,0,0,0,sales,medium
12553,0.52,0.83,5,145,3,0,0,0,sales,medium
12554,0.96,0.55,3,164,3,0,0,0,sales,medium
12555,0.66,0.51,4,254,2,0,0,0,sales,medium
12556,0.98,0.44,4,154,6,1,0,0,sales,medium
12557,0.56,0.79,5,248,3,0,0,0,sales,medium
12558,0.97,0.54,3,154,8,1,0,0,sales,medium
12559,0.72,0.92,3,242,8,0,0,0,sales,medium
12560,0.74,0.78,4,194,8,0,0,0,sales,medium
12561,0.2,0.6,5,261,8,0,0,0,sales,medium
12562,0.73,0.56,3,245,8,0,0,0,sales,medium
12563,0.76,0.79,3,247,3,0,0,0,sales,low
12564,0.65,0.54,4,147,10,0,0,0,sales,low
12565,0.66,0.5,3,139,10,1,0,0,sales,low
12566,0.96,0.97,6,137,10,0,0,0,sales,low
12567,0.57,0.55,4,177,8,0,0,0,sales,low
12568,0.61,0.82,4,184,8,0,0,0,IT,low
12569,0.57,0.69,3,212,8,0,0,0,product_mng,low
12570,0.59,0.47,3,159,4,0,0,0,product_mng,low
12571,0.92,0.68,4,178,3,0,0,0,product_mng,low
12572,0.79,0.56,3,149,10,0,0,0,product_mng,low
12573,0.95,0.66,4,223,10,0,0,0,IT,low
12574,0.24,0.81,6,263,7,0,0,0,management,high
12575,0.49,0.52,4,161,7,0,0,0,management,high
12576,0.49,0.68,3,192,7,0,0,0,management,high
12577,0.97,0.51,5,215,7,0,0,0,management,high
12578,0.55,0.78,4,261,3,0,0,0,management,high
12579,0.76,0.56,5,222,10,0,0,0,management,high
12580,0.53,0.99,3,223,10,0,0,0,marketing,low
12581,0.51,0.86,3,182,10,0,0,0,sales,low
12582,0.57,0.93,2,204,10,0,0,0,accounting,low
12583,0.58,0.91,3,195,10,0,0,0,support,low
12584,0.6,0.98,4,146,10,0,0,0,technical,low
12585,0.65,0.74,4,233,4,1,0,0,management,low
12586,0.91,0.75,2,147,3,0,0,0,marketing,low
12587,0.65,0.55,3,156,5,0,0,0,marketing,low
12588,0.18,0.49,3,240,2,1,0,0,marketing,low
12589,0.66,0.9,4,177,7,0,0,0,sales,low
12590,0.78,0.8,3,135,7,0,0,0,sales,medium
12591,0.82,0.65,5,178,7,1,0,0,sales,medium
12592,0.54,0.64,3,190,7,0,0,0,sales,medium
12593,0.95,0.84,3,240,7,0,0,0,sales,medium
12594,0.65,0.85,4,172,3,0,0,0,sales,medium
12595,0.83,0.55,3,271,7,0,0,0,sales,medium
12596,0.15,0.6,5,188,7,0,0,0,sales,medium
12597,0.59,0.59,4,197,7,0,0,0,IT,medium
12598,0.99,0.94,5,151,3,0,0,0,product_mng,medium
12599,0.76,0.72,3,263,3,0,0,0,product_mng,medium
12600,0.64,0.67,2,223,3,0,0,0,product_mng,medium
12601,0.95,0.75,4,151,3,0,0,0,product_mng,medium
12602,0.53,0.66,3,191,3,0,0,0,IT,high
12603,0.59,0.5,2,162,2,0,0,0,management,high
12604,0.69,0.86,5,195,6,0,0,0,management,high
12605,0.5,0.49,4,222,3,0,0,0,management,high
12606,0.89,0.96,3,179,8,0,0,0,management,high
12607,0.56,0.39,3,106,8,0,0,0,management,high
12608,0.77,0.68,3,214,8,1,0,0,management,high
12609,0.15,0.75,3,259,8,1,0,0,marketing,high
12610,0.88,0.58,3,145,8,0,0,0,sales,low
12611,0.89,0.86,4,153,3,0,0,0,accounting,low
12612,0.65,0.52,2,117,10,1,0,0,support,low
12613,0.58,0.99,3,207,10,0,0,0,technical,low
12614,0.56,0.85,3,265,10,1,0,0,management,low
12615,0.25,0.72,5,279,8,0,0,0,marketing,low
12616,0.87,0.89,4,225,8,0,0,0,marketing,low
12617,0.62,0.4,3,158,8,1,0,0,marketing,low
12618,0.72,0.75,4,211,4,0,0,0,sales,medium
12619,0.49,0.94,4,175,3,0,0,0,sales,medium
12620,0.57,0.91,4,224,10,0,0,0,sales,medium
12621,0.63,0.65,3,190,10,0,0,0,sales,medium
12622,0.91,0.63,5,240,7,0,0,0,sales,medium
12623,0.7,0.68,5,225,7,0,0,0,sales,medium
12624,0.66,0.95,5,192,7,0,0,0,sales,medium
12625,0.77,0.48,5,262,7,0,0,0,IT,medium
12626,0.68,0.97,3,250,3,1,0,0,product_mng,medium
12627,0.34,0.46,3,155,10,0,0,0,product_mng,medium
12628,0.97,0.64,4,238,10,1,0,0,product_mng,medium
12629,0.57,0.75,4,249,10,0,0,0,product_mng,medium
12630,0.66,0.65,3,272,10,0,0,0,IT,medium
12631,0.68,0.67,4,162,10,0,0,0,management,high
12632,0.49,0.78,4,254,10,0,0,0,management,high
12633,0.72,0.66,4,184,3,0,0,0,management,high
12634,0.77,0.89,4,269,10,0,0,0,management,high
12635,0.77,0.73,3,201,10,0,0,0,management,high
12636,0.59,0.73,4,247,10,0,0,0,management,high
12637,0.41,0.67,6,221,10,0,0,0,marketing,medium
12638,0.94,0.64,5,247,10,0,0,0,sales,medium
12639,0.91,0.61,4,135,10,0,0,0,accounting,medium
12640,0.7,0.84,3,260,4,1,0,0,support,medium
12641,0.51,0.52,3,188,3,0,0,0,technical,high
12642,0.22,0.7,4,159,5,0,0,0,management,low
12643,0.69,0.65,3,153,2,0,0,0,marketing,medium
12644,0.2,0.68,5,167,7,0,0,0,marketing,medium
12645,0.9,0.85,3,158,7,0,0,0,marketing,medium
12646,0.76,0.85,3,180,7,0,0,0,sales,medium
12647,0.88,0.51,3,211,7,0,0,0,sales,medium
12648,0.31,0.63,4,104,7,1,0,0,sales,medium
12649,0.17,0.66,6,174,3,0,0,0,sales,medium
12650,0.91,0.77,3,195,7,0,0,0,sales,medium
12651,0.97,0.38,5,211,7,1,0,0,sales,medium
12652,0.61,0.77,5,232,7,0,0,0,sales,medium
12653,0.74,0.67,5,216,3,0,0,0,sales,low
12654,0.65,0.82,5,265,3,0,0,0,IT,low
12655,0.87,0.73,5,184,3,0,0,0,product_mng,low
12656,0.56,0.71,5,244,3,0,0,0,product_mng,low
12657,0.78,0.69,4,202,3,0,0,0,product_mng,low
12658,0.73,0.57,3,146,2,0,0,0,product_mng,low
12659,0.66,0.78,4,161,6,0,0,0,IT,low
12660,0.15,0.81,5,280,3,1,0,0,RandD,high
12661,0.52,0.69,5,208,8,1,0,0,RandD,low
12662,0.44,0.66,6,134,8,0,0,0,RandD,high
12663,0.7,0.7,3,162,8,0,0,0,RandD,high
12664,0.63,0.52,5,209,8,1,0,0,RandD,low
12665,0.89,0.59,3,265,8,0,0,0,RandD,low
12666,0.96,0.85,4,173,3,0,0,0,marketing,high
12667,0.98,0.99,4,261,10,1,0,0,sales,low
12668,0.62,0.82,3,204,10,0,0,0,accounting,medium
12669,0.62,0.73,3,144,10,1,0,0,support,high
12670,0.69,0.43,5,113,8,0,0,0,technical,medium
12671,0.5,0.91,4,144,8,0,0,0,management,medium
12672,0.71,0.93,5,140,8,0,0,0,marketing,medium
12673,0.5,0.68,3,245,4,0,0,0,marketing,medium
12674,0.93,0.6,3,188,3,0,0,0,marketing,high
12675,0.95,0.77,5,199,10,1,0,0,sales,medium
12676,0.17,0.61,6,154,10,1,0,0,sales,medium
12677,0.92,0.68,4,138,7,0,0,0,sales,medium
12678,0.64,0.48,3,147,7,0,0,0,sales,high
12679,0.27,0.42,6,173,7,0,0,0,sales,medium
12680,0.66,0.87,3,223,7,0,0,0,sales,high
12681,0.59,0.69,3,200,3,0,0,0,sales,low
12682,0.93,0.98,4,189,10,0,0,0,sales,medium
12683,0.58,0.67,5,133,10,0,0,0,technical,medium
12684,0.96,0.6,3,160,10,0,0,0,support,medium
12685,0.69,0.85,3,153,10,0,0,0,support,medium
12686,0.41,0.38,4,142,10,1,0,0,support,low
12687,0.36,0.41,3,167,10,0,0,0,support,low
12688,0.71,0.78,4,227,2,0,0,0,support,low
12689,0.94,0.9,4,144,4,0,0,0,support,low
12690,0.51,0.76,4,140,3,0,0,0,support,low
12691,0.83,0.48,4,220,3,1,0,0,support,low
12692,0.22,0.62,3,180,3,0,0,0,support,low
12693,0.66,0.89,4,173,4,0,0,0,support,low
12694,0.14,0.58,3,179,5,0,0,0,support,low
12695,0.16,0.96,5,137,5,1,0,0,technical,low
12696,0.81,0.78,3,165,3,0,0,0,technical,high
12697,0.73,0.94,3,177,3,0,0,0,technical,low
12698,0.7,0.58,5,168,3,0,0,0,management,low
12699,0.62,0.73,3,245,4,0,0,0,IT,low
12700,0.5,0.83,5,258,2,0,0,0,IT,low
12701,0.7,0.88,3,159,2,0,0,0,IT,high
12702,0.53,0.73,3,163,3,1,0,0,IT,low
12703,0.87,0.9,3,174,2,0,0,0,IT,low
12704,0.59,0.6,3,214,2,1,0,0,product_mng,low
12705,0.94,0.67,4,191,3,1,0,0,product_mng,high
12706,0.2,0.53,5,272,5,0,0,0,product_mng,low
12707,0.42,0.44,3,183,2,0,0,0,product_mng,medium
12708,0.43,0.66,4,135,2,0,0,0,IT,high
12709,0.43,0.76,6,154,2,0,0,0,management,high
12710,0.77,0.86,5,238,3,0,0,0,management,high
12711,0.76,0.98,2,235,3,0,0,0,management,high
12712,0.82,0.9,3,215,4,0,0,0,management,high
12713,0.75,0.66,5,234,2,0,0,0,management,high
12714,0.63,0.98,4,187,3,0,0,0,management,high
12715,0.51,0.75,3,133,3,0,0,0,sales,medium
12716,0.23,0.7,3,123,5,0,0,0,sales,medium
12717,0.77,0.58,4,202,3,0,0,0,sales,medium
12718,0.54,0.63,4,140,3,0,0,0,sales,medium
12719,0.63,0.85,4,182,3,1,0,0,sales,high
12720,0.55,0.45,3,179,2,1,0,0,sales,low
12721,0.31,0.63,3,150,3,1,0,0,sales,medium
12722,0.98,0.74,4,151,3,0,0,0,sales,medium
12723,0.16,0.95,6,117,7,0,0,0,sales,medium
12724,0.54,0.78,3,156,7,0,0,0,sales,medium
12725,0.73,0.48,3,211,7,0,0,0,sales,medium
12726,0.16,0.63,6,286,7,0,0,1,sales,medium
12727,0.57,0.82,5,233,7,0,0,1,sales,medium
12728,0.88,0.88,4,222,3,1,0,1,sales,medium
12729,0.95,0.81,4,258,7,0,0,1,sales,medium
12730,0.93,0.7,5,231,7,0,0,1,sales,high
12731,0.91,0.58,3,220,7,0,0,1,sales,low
12732,0.77,0.82,4,134,3,0,0,1,sales,low
12733,0.24,0.94,6,141,3,1,0,0,sales,low
12734,0.74,0.74,5,160,3,1,0,0,sales,high
12735,0.53,0.59,4,259,3,0,0,0,sales,low
12736,0.89,0.77,5,232,3,0,0,0,sales,low
12737,0.23,0.77,5,272,2,0,0,0,sales,low
12738,0.69,0.66,3,215,6,0,0,0,sales,high
12739,0.52,0.72,4,222,3,0,0,0,sales,low
12740,0.9,0.58,3,244,8,0,0,0,sales,low
12741,0.92,0.63,5,224,8,1,0,0,sales,low
12742,0.72,0.59,5,200,8,1,0,0,sales,low
12743,0.92,0.61,4,143,8,0,0,0,sales,low
12744,0.79,0.86,5,238,8,0,0,0,sales,low
12745,0.48,0.89,4,145,3,0,0,0,sales,low
12746,0.27,0.76,4,108,10,0,0,0,sales,medium
12747,0.67,0.49,3,247,10,0,0,0,sales,medium
12748,0.48,0.7,3,213,10,0,0,0,sales,medium
12749,0.99,0.6,4,209,8,1,0,0,IT,medium
12750,0.49,0.88,4,240,8,0,0,0,product_mng,medium
12751,0.39,0.45,3,100,8,1,0,0,product_mng,medium
12752,0.99,0.92,4,265,4,1,0,0,product_mng,medium
12753,0.78,0.57,3,209,3,0,0,0,product_mng,medium
12754,0.5,0.73,3,154,10,0,0,0,IT,medium
12755,0.61,0.79,5,230,10,0,0,0,management,high
12756,0.88,0.6,4,208,7,0,0,1,management,high
12757,0.44,0.44,2,141,7,1,0,1,management,high
12758,0.73,0.78,3,262,7,1,0,1,management,high
12759,0.58,0.84,4,206,7,0,0,1,management,high
12760,0.74,0.98,3,166,3,1,0,1,management,high
12761,0.32,0.48,4,117,10,0,0,1,marketing,medium
12762,0.88,0.83,4,273,10,0,0,0,sales,medium
12763,0.81,0.9,4,270,10,0,0,0,accounting,medium
12764,0.59,0.92,3,138,10,0,0,0,support,low
12765,0.79,0.65,3,235,10,0,0,0,technical,low
12766,0.92,0.64,4,190,10,1,0,0,management,low
12767,0.76,0.85,3,192,3,0,0,0,marketing,low
12768,0.91,0.65,5,214,3,1,0,0,marketing,low
12769,0.8,0.84,4,242,2,1,0,0,marketing,low
12770,0.73,0.72,4,233,2,0,0,0,sales,low
12771,0.88,0.53,3,218,4,0,0,0,sales,low
12772,0.65,0.4,5,125,4,0,0,0,sales,low
12773,0.84,0.5,4,178,2,0,0,0,sales,low
12774,0.93,0.5,5,272,3,0,0,0,sales,low
12775,0.64,0.6,3,265,4,0,0,0,sales,low
12776,0.66,0.72,4,271,3,0,0,0,sales,low
12777,0.76,0.56,3,179,3,1,0,0,sales,low
12778,0.34,0.72,3,118,4,0,0,0,IT,low
12779,0.48,0.8,4,196,5,0,0,0,product_mng,low
12780,0.79,0.61,4,173,2,0,0,0,product_mng,low
12781,0.82,0.67,4,156,3,0,0,0,product_mng,low
12782,0.51,0.71,2,180,3,0,0,0,product_mng,low
12783,0.84,0.78,4,263,3,0,0,0,IT,low
12784,0.66,0.79,5,134,3,0,0,0,management,high
12785,0.72,0.88,3,189,3,1,0,0,management,high
12786,0.53,0.91,4,167,4,0,0,0,management,high
12787,0.81,0.8,5,132,2,1,0,0,management,high
12788,0.58,0.9,3,209,2,0,0,0,management,high
12789,0.82,0.56,2,227,5,1,0,0,management,high
12790,0.72,0.99,4,239,3,0,0,0,marketing,medium
12791,0.9,0.54,4,172,4,0,0,0,sales,medium
12792,0.98,0.91,3,188,4,0,0,0,accounting,medium
12793,0.56,0.74,3,265,3,0,0,0,support,medium
12794,0.77,0.82,3,153,3,1,0,0,technical,medium
12795,0.61,0.89,4,242,2,0,0,0,management,medium
12796,0.97,0.61,4,262,3,1,0,1,marketing,medium
12797,0.64,0.55,3,246,2,0,0,1,marketing,high
12798,0.99,0.97,4,211,2,0,0,1,marketing,low
12799,0.61,0.42,3,145,4,0,0,1,sales,medium
12800,0.72,0.71,4,256,3,0,0,1,sales,medium
12801,0.67,0.91,2,245,2,1,0,1,sales,medium
12802,0.9,0.56,3,151,3,0,0,0,sales,medium
12803,0.9,0.73,4,245,2,0,0,0,sales,low
12804,0.63,0.61,4,171,3,0,0,0,sales,low
12805,0.64,0.88,3,252,2,0,0,0,sales,low
12806,0.44,0.65,3,175,2,0,0,0,IT,low
12807,0.64,0.94,4,210,3,0,0,0,product_mng,low
12808,0.65,0.95,2,180,2,0,0,0,product_mng,low
12809,0.69,0.9,5,103,5,0,0,0,product_mng,low
12810,0.93,0.51,4,110,3,0,0,0,product_mng,low
12811,0.73,0.9,5,184,3,0,0,0,IT,low
12812,0.83,0.6,4,161,2,0,0,0,management,high
12813,0.82,0.49,5,210,3,0,0,0,management,high
12814,0.39,0.91,2,212,2,0,0,0,management,high
12815,0.53,0.47,6,106,6,0,0,0,management,high
12816,0.88,0.81,4,179,3,0,0,0,management,high
12817,0.8,0.6,5,217,3,0,0,0,management,high
12818,0.68,0.79,4,184,3,0,0,0,marketing,low
12819,0.66,0.6,3,210,2,0,0,0,sales,low
12820,0.61,0.61,4,246,2,0,0,0,accounting,low
12821,0.74,0.55,4,262,3,0,0,0,support,low
12822,0.61,0.83,4,245,3,1,0,1,technical,low
12823,0.57,0.99,3,222,3,1,0,1,management,low
12824,0.68,0.54,4,146,4,0,0,1,marketing,medium
12825,0.75,0.79,4,263,3,0,0,1,marketing,medium
12826,0.29,0.57,5,134,2,0,0,1,marketing,medium
12827,0.81,0.81,5,250,4,0,0,1,sales,medium
12828,0.53,0.68,4,173,3,0,0,0,sales,medium
12829,0.42,0.96,6,173,3,0,0,0,sales,medium
12830,0.64,0.67,4,252,3,1,0,0,sales,medium
12831,0.63,0.5,2,230,4,0,0,0,sales,medium
12832,0.81,0.81,4,212,2,1,0,0,sales,medium
12833,0.71,0.66,5,187,2,0,0,0,sales,medium
12834,0.7,0.83,5,241,2,0,0,0,sales,medium
12835,0.53,1,3,164,4,0,0,0,IT,medium
12836,0.16,0.93,6,218,6,1,0,0,product_mng,high
12837,0.17,0.55,4,194,3,0,0,0,product_mng,low
12838,0.7,0.95,3,158,2,0,0,0,product_mng,medium
12839,0.43,0.88,2,149,4,0,0,0,product_mng,medium
12840,0.49,0.62,4,161,2,0,0,0,IT,medium
12841,0.5,0.9,5,226,2,0,0,0,management,high
12842,0.57,0.59,2,111,2,0,0,0,management,high
12843,0.68,0.75,4,258,3,0,0,0,management,high
12844,0.62,0.61,3,266,2,0,0,0,management,high
12845,0.69,0.75,3,253,3,0,0,0,management,high
12846,0.63,0.7,5,160,3,0,0,0,management,high
12847,0.76,0.62,5,230,3,1,0,0,marketing,low
12848,0.62,0.76,5,198,3,0,0,0,sales,low
12849,0.82,0.69,3,250,3,0,0,0,accounting,low
12850,0.2,0.7,4,225,5,0,0,0,support,low
12851,0.16,0.7,3,178,3,1,0,0,technical,low
12852,0.2,0.78,4,196,3,0,0,0,management,low
12853,0.53,0.51,4,240,2,0,0,0,marketing,low
12854,0.71,0.63,3,204,3,0,0,0,marketing,low
12855,0.7,0.93,3,250,3,0,0,0,marketing,low
12856,0.92,0.94,2,224,2,0,0,0,sales,low
12857,0.81,0.92,4,268,3,0,0,0,sales,low
12858,0.79,0.62,5,167,3,0,0,0,sales,low
12859,0.53,0.64,3,168,3,0,0,0,sales,low
12860,0.51,0.56,4,168,2,0,0,0,sales,low
12861,0.78,0.9,5,158,3,0,0,0,sales,low
12862,0.5,0.91,3,240,3,0,0,0,sales,low
12863,0.92,1,4,261,4,0,0,0,sales,medium
12864,0.59,0.54,4,176,2,0,0,0,technical,medium
12865,0.77,0.55,3,217,3,0,0,0,support,medium
12866,0.74,0.87,5,224,2,0,0,0,support,medium
12867,0.67,0.97,4,196,3,0,0,0,support,medium
12868,0.56,0.59,3,223,3,0,0,0,support,medium
12869,0.84,0.44,5,131,5,1,0,0,support,medium
12870,0.53,0.77,2,167,2,0,0,0,support,medium
12871,0.86,0.71,5,273,3,0,0,0,support,medium
12872,0.77,0.68,3,98,3,0,0,0,support,medium
12873,0.97,0.94,4,253,3,0,0,0,support,medium
12874,0.69,0.87,5,174,3,0,0,0,support,medium
12875,0.73,0.9,3,274,2,0,0,0,support,high
12876,0.42,0.47,6,174,5,0,0,0,technical,low
12877,0.4,0.47,5,173,5,0,0,0,technical,medium
12878,0.33,0.41,2,198,4,0,0,0,technical,medium
12879,0.68,0.66,3,238,2,0,0,0,management,medium
12880,0.78,0.8,3,256,2,0,0,0,IT,medium
12881,0.92,0.6,3,179,2,0,0,0,IT,low
12882,0.66,0.66,4,273,4,1,0,0,IT,low
12883,0.6,0.45,3,104,4,0,0,0,IT,low
12884,0.86,0.83,4,208,3,1,0,0,IT,low
12885,0.61,0.49,3,275,2,0,0,0,product_mng,low
12886,0.71,0.68,3,231,2,1,0,0,product_mng,low
12887,0.86,0.62,4,186,3,0,0,0,product_mng,low
12888,0.96,0.59,3,241,3,0,0,0,product_mng,low
12889,0.7,0.54,3,194,2,1,0,0,IT,low
12890,0.38,0.49,4,196,3,0,0,1,management,high
12891,0.39,0.75,6,185,3,0,0,1,management,high
12892,0.49,0.4,2,148,2,1,0,1,management,high
12893,0.78,0.62,4,150,3,0,0,1,management,high
12894,0.74,0.79,5,121,5,0,0,1,management,high
12895,0.82,0.76,4,266,3,0,0,1,management,high
12896,0.6,0.42,2,109,6,0,0,0,sales,low
12897,0.72,0.99,3,143,4,0,0,0,sales,low
12898,0.73,0.97,3,174,3,0,0,0,sales,low
12899,0.89,0.55,4,159,2,0,0,0,sales,medium
12900,0.74,0.94,4,157,2,0,0,0,sales,medium
12901,0.83,0.57,2,222,2,0,0,0,sales,medium
12902,0.24,0.88,5,199,5,1,0,0,sales,medium
12903,0.93,0.89,3,255,7,1,0,0,sales,medium
12904,0.96,0.62,4,253,7,0,0,0,sales,medium
12905,0.16,0.68,5,149,7,1,0,0,sales,medium
12906,0.21,0.85,6,285,7,0,0,0,sales,medium
12907,0.69,0.54,3,164,7,0,0,0,sales,medium
12908,0.66,0.96,3,243,3,1,0,0,sales,medium
12909,0.67,0.39,2,207,7,0,0,0,sales,medium
12910,0.85,0.58,4,186,7,0,0,0,sales,medium
12911,0.37,0.92,4,211,7,0,0,0,sales,high
12912,0.64,0.64,2,190,3,0,0,0,sales,low
12913,0.91,0.82,2,241,3,0,0,0,sales,medium
12914,0.96,0.68,3,206,3,0,0,0,sales,medium
12915,0.74,0.7,4,273,3,0,0,0,sales,medium
12916,0.94,0.99,2,157,3,0,0,0,sales,medium
12917,0.37,0.72,3,183,2,0,0,0,sales,low
12918,0.92,0.85,3,151,6,1,0,0,sales,low
12919,0.86,0.72,3,217,3,0,0,0,sales,low
12920,0.66,0.49,5,235,8,1,0,0,sales,low
12921,0.19,0.61,4,127,8,0,0,0,sales,low
12922,0.65,0.61,5,167,8,0,0,0,sales,low
12923,0.92,0.44,3,260,8,0,0,0,sales,low
12924,0.83,0.8,3,240,8,0,0,0,sales,low
12925,0.94,0.82,4,187,3,0,0,0,sales,low
12926,0.42,0.69,3,126,2,0,0,0,sales,low
12927,0.78,0.53,6,168,3,0,0,0,sales,low
12928,0.58,0.76,4,197,5,0,0,0,sales,low
12929,0.5,0.64,2,170,8,0,0,0,sales,low
12930,0.82,0.76,3,219,8,1,0,0,IT,low
12931,0.97,0.92,6,137,8,1,0,0,product_mng,low
12932,0.8,0.93,3,225,4,0,0,0,product_mng,low
12933,0.82,0.84,3,194,3,0,0,0,product_mng,low
12934,0.95,0.99,5,251,4,0,0,0,product_mng,low
12935,0.88,0.51,5,195,4,0,0,0,IT,low
12936,0.5,0.86,3,180,7,0,0,1,management,high
12937,0.53,0.8,2,225,7,1,0,1,management,high
12938,0.82,0.74,3,229,7,0,0,1,management,high
12939,0.15,0.74,6,144,7,0,0,1,management,high
12940,0.92,0.7,3,129,3,0,0,1,management,high
12941,0.53,0.74,3,172,10,0,0,1,management,high
12942,0.58,1,4,220,10,0,0,0,marketing,medium
12943,0.88,0.74,3,273,10,0,0,0,sales,medium
12944,0.85,0.72,3,245,10,0,0,0,accounting,medium
12945,0.99,0.68,5,264,10,1,0,0,support,medium
12946,0.94,0.73,3,268,10,0,0,0,technical,medium
12947,0.63,0.94,3,172,3,0,0,0,management,medium
12948,0.85,0.9,3,245,3,0,0,0,marketing,medium
12949,0.95,0.66,5,192,3,0,0,0,marketing,medium
12950,0.71,0.66,3,268,4,0,0,0,marketing,high
12951,0.49,0.88,4,244,3,0,0,0,sales,low
12952,0.71,0.69,4,222,4,0,0,0,sales,medium
12953,0.52,0.62,5,239,2,0,0,0,sales,medium
12954,0.48,0.72,3,143,4,0,0,0,sales,medium
12955,0.82,0.79,3,160,3,0,0,0,sales,medium
12956,0.83,0.76,2,255,7,0,0,0,sales,low
12957,0.85,0.87,4,152,7,0,0,0,sales,low
12958,0.57,0.64,4,226,7,0,0,0,sales,low
12959,0.16,0.63,5,266,7,0,0,0,IT,low
12960,0.85,0.64,5,256,7,0,0,0,product_mng,low
12961,0.82,0.67,3,198,3,1,0,0,product_mng,low
12962,0.9,0.89,4,254,7,0,0,0,product_mng,low
12963,0.92,0.64,2,104,7,0,0,0,product_mng,low
12964,0.9,0.48,4,136,7,0,0,0,IT,low
12965,0.82,0.8,5,205,3,0,0,0,IT,low
12966,0.84,0.81,4,236,3,1,0,0,IT,low
12967,0.92,0.65,3,176,3,0,0,0,IT,low
12968,0.82,0.82,3,148,3,0,0,0,IT,low
12969,0.8,0.8,4,146,3,1,0,0,IT,low
12970,0.6,0.85,3,242,2,0,0,0,IT,low
12971,0.14,0.38,5,115,6,1,0,0,marketing,high
12972,0.85,0.89,4,150,3,0,0,0,accounting,high
12973,0.55,0.81,3,239,8,0,0,0,accounting,high
12974,0.49,0.71,4,178,8,0,0,0,IT,medium
12975,0.82,0.58,5,263,8,0,0,0,IT,medium
12976,0.59,0.77,3,272,8,0,0,0,management,high
12977,0.9,0.82,3,133,8,0,0,0,marketing,medium
12978,0.62,0.72,3,149,3,1,0,0,marketing,medium
12979,0.61,0.68,3,193,2,0,0,0,marketing,medium
12980,0.52,0.55,5,174,3,1,0,0,sales,medium
12981,0.79,0.87,4,223,5,0,0,0,sales,medium
12982,0.49,0.89,4,201,8,0,0,0,sales,medium
12983,0.73,0.67,2,139,8,0,0,0,sales,medium
